Ensembl Gene ID,Associated Gene Name
ENSG00000058335,RASGRF1
ENSG00000058056,USP13
ENSG00000178996,SNX18
ENSG00000173436,MINOS1
ENSG00000198690,FAN1
ENSG00000168874,ATOH8
ENSG00000132254,ARFIP2
ENSG00000041982,TNC
ENSG00000174672,BRSK2
ENSG00000130429,ARPC1B
ENSG00000100564,PIGH
ENSG00000176533,GNG7
ENSG00000276423,KIR3DL1
ENSG00000243189,HLA-DMA
ENSG00000237216,HLA-G
ENSG00000187272,KRTAP9-8
ENSG00000145907,G3BP1
ENSG00000223639,CLIC1
ENSG00000167842,MIS12
ENSG00000117399,CDC20
ENSG00000145715,RASA1
ENSG00000197779,ZNF81
ENSG00000183785,TUBA8
ENSG00000134490,TMEM241
ENSG00000141098,GFOD2
ENSG00000248098,BCKDHA
ENSG00000169413,RNASE6
ENSG00000278494,RRN3
ENSG00000232367,TAP1
ENSG00000136237,RAPGEF5
ENSG00000008516,MMP25
ENSG00000136830,FAM129B
ENSG00000143845,ETNK2
ENSG00000196550,FAM72A
ENSG00000108179,PPIF
ENSG00000142733,MAP3K6
ENSG00000144746,ARL6IP5
ENSG00000030582,GRN
ENSG00000071894,CPSF1
ENSG00000170961,HAS2
ENSG00000143819,EPHX1
ENSG00000129824,RPS4Y1
ENSG00000205269,TMEM170B
ENSG00000105879,CBLL1
ENSG00000140557,ST8SIA2
ENSG00000166136,NDUFB8
ENSG00000147400,CETN2
ENSG00000116017,ARID3A
ENSG00000161960,EIF4A1
ENSG00000108509,CAMTA2
ENSG00000110448,CD5
ENSG00000101343,CRNKL1
ENSG00000100934,SEC23A
ENSG00000177125,ZBTB34
ENSG00000184557,SOCS3
ENSG00000185477,GPRIN3
ENSG00000145425,RPS3A
ENSG00000124570,SERPINB6
ENSG00000198951,NAGA
ENSG00000130414,NDUFA10
ENSG00000233450,KIFC1
ENSG00000188186,LAMTOR4
ENSG00000108312,UBTF
ENSG00000185187,SIGIRR
ENSG00000147852,VLDLR
ENSG00000113712,CSNK1A1
ENSG00000114771,AADAC
ENSG00000160799,CCDC12
ENSG00000145817,YIPF5
ENSG00000090512,FETUB
ENSG00000197933,ZNF823
ENSG00000124172,ATP5E
ENSG00000244617,ASPRV1
ENSG00000160058,BSDC1
ENSG00000072518,MARK2
ENSG00000164626,KCNK5
ENSG00000242574,HLA-DMB
ENSG00000127129,EDN2
ENSG00000158321,AUTS2
ENSG00000130208,APOC1
ENSG00000101017,CD40
ENSG00000189077,TMEM120A
ENSG00000147403,RPL10
ENSG00000188379,IFNA2
ENSG00000160224,AIRE
ENSG00000189042,ZNF567
ENSG00000205544,TMEM256
ENSG00000167910,CYP7A1
ENSG00000136379,ABHD17C
ENSG00000174529,TMEM81
ENSG00000069966,GNB5
ENSG00000182957,SPATA13
ENSG00000276194,HNF1B
ENSG00000182255,KCNA4
ENSG00000198216,CACNA1E
ENSG00000171223,JUNB
ENSG00000196620,UGT2B15
ENSG00000062524,LTK
ENSG00000117298,ECE1
ENSG00000241644,INMT
ENSG00000008513,ST3GAL1
ENSG00000171509,RXFP1
ENSG00000229215,HLA-A
ENSG00000163710,PCOLCE2
ENSG00000183454,GRIN2A
ENSG00000179913,B3GNT3
ENSG00000152700,SAR1B
ENSG00000196586,MYO6
ENSG00000187051,RPS19BP1
ENSG00000125149,C16orf70
ENSG00000015171,ZMYND11
ENSG00000129925,TMEM8A
ENSG00000135966,TGFBRAP1
ENSG00000117533,VAMP4
ENSG00000178922,HYI
ENSG00000132359,RAP1GAP2
ENSG00000179833,SERTAD2
ENSG00000167178,ISLR2
ENSG00000276416,UNC79
ENSG00000282228,PAM16
ENSG00000105656,ELL
ENSG00000120158,RCL1
ENSG00000060982,BCAT1
ENSG00000101162,TUBB1
ENSG00000159733,ZFYVE28
ENSG00000150907,FOXO1
ENSG00000069956,MAPK6
ENSG00000124602,UNC5CL
ENSG00000129245,FXR2
ENSG00000125503,PPP1R12C
ENSG00000234530,NFKBIL1
ENSG00000038382,TRIO
ENSG00000145247,OCIAD2
ENSG00000102390,PBDC1
ENSG00000230685,CLIC1
ENSG00000278565,CEACAM21
ENSG00000091483,FH
ENSG00000112972,HMGCS1
ENSG00000178234,GALNT11
ENSG00000169964,TMEM42
ENSG00000203857,HSD3B1
ENSG00000164053,ATRIP
ENSG00000126353,CCR7
ENSG00000065268,WDR18
ENSG00000137393,RNF144B
ENSG00000164167,LSM6
ENSG00000165730,STOX1
ENSG00000161036,LRWD1
ENSG00000039560,RAI14
ENSG00000183527,PSMG1
ENSG00000137877,SPTBN5
ENSG00000151414,NEK7
ENSG00000101438,SLC32A1
ENSG00000276825,DRD4
ENSG00000140400,MAN2C1
ENSG00000227046,DAXX
ENSG00000278726,KIR3DL2
ENSG00000106397,PLOD3
ENSG00000228907,RNF5
ENSG00000228907,RNF5
ENSG00000169885,CALML6
ENSG00000198492,YTHDF2
ENSG00000239521,GATS
ENSG00000229363,NELFE
ENSG00000110047,EHD1
ENSG00000177303,CASKIN2
ENSG00000099910,KLHL22
ENSG00000117505,DR1
ENSG00000138185,ENTPD1
ENSG00000111885,MAN1A1
ENSG00000162722,TRIM58
ENSG00000165506,DNAAF2
ENSG00000147883,CDKN2B
ENSG00000281261,FAM99A
ENSG00000169245,CXCL10
ENSG00000139370,SLC15A4
ENSG00000168936,TMEM129
ENSG00000168348,INSM2
ENSG00000198342,ZNF442
ENSG00000171467,ZNF318
ENSG00000138696,BMPR1B
ENSG00000162493,PDPN
ENSG00000164093,PITX2
ENSG00000133424,LARGE
ENSG00000124224,PPP4R1L
ENSG00000214262,ANKRD36BP1
ENSG00000144891,AGTR1
ENSG00000107438,PDLIM1
ENSG00000146072,TNFRSF21
ENSG00000213186,TRIM59
ENSG00000273814,OCLN
ENSG00000136425,CIB2
ENSG00000076053,RBM7
ENSG00000275302,CCL4
ENSG00000254087,LYN
ENSG00000213064,SFT2D2
ENSG00000108773,KAT2A
ENSG00000120896,SORBS3
ENSG00000173559,NABP1
ENSG00000060069,CTDP1
ENSG00000196476,C20orf96
ENSG00000106263,EIF3B
ENSG00000130477,UNC13A
ENSG00000164054,SHISA5
ENSG00000274891,TRAPPC12
ENSG00000232099,ZFP57
ENSG00000135392,DNAJC14
ENSG00000214944,ARHGEF28
ENSG00000143321,HDGF
ENSG00000177628,GBA
ENSG00000101811,CSTF2
ENSG00000082482,KCNK2
ENSG00000171649,ZIK1
ENSG00000132026,RTBDN
ENSG00000158186,MRAS
ENSG00000167291,TBC1D16
ENSG00000162836,ACP6
ENSG00000163611,SPICE1
ENSG00000154642,C21orf91
ENSG00000058272,PPP1R12A
ENSG00000169371,SNUPN
ENSG00000175595,ERCC4
ENSG00000170296,GABARAP
ENSG00000121210,KIAA0922
ENSG00000187122,SLIT1
ENSG00000186526,CYP4F8
ENSG00000086570,FAT2
ENSG00000145526,CDH18
ENSG00000002919,SNX11
ENSG00000149970,CNKSR2
ENSG00000168411,RFWD3
ENSG00000276180,HIST1H4I
ENSG00000282076,KCNQ1
ENSG00000108433,GOSR2
ENSG00000120800,UTP20
ENSG00000110931,CAMKK2
ENSG00000176046,NUPR1
ENSG00000185385,OR7A17
ENSG00000114631,PODXL2
ENSG00000108759,KRT32
ENSG00000105472,CLEC11A
ENSG00000232062,HLA-DQA1
ENSG00000088766,CRLS1
ENSG00000172828,CES3
ENSG00000128218,VPREB3
ENSG00000074603,DPP8
ENSG00000081985,IL12RB2
ENSG00000181610,MRPS23
ENSG00000138398,PPIG
ENSG00000198055,GRK6
ENSG00000179406,LINC00174
ENSG00000170776,AKAP13
ENSG00000007933,FMO3
ENSG00000138755,CXCL9
ENSG00000134259,NGF
ENSG00000100439,ABHD4
ENSG00000041353,RAB27B
ENSG00000236196,NFKBIL1
ENSG00000115084,SLC35F5
ENSG00000108306,FBXL20
ENSG00000273111,LYPD4
ENSG00000125726,CD70
ENSG00000136819,C9orf78
ENSG00000133612,AGAP3
ENSG00000109519,GRPEL1
ENSG00000118363,SPCS2
ENSG00000235821,IFITM4P
ENSG00000197903,HIST1H2BK
ENSG00000177138,FAM9B
ENSG00000167635,ZNF146
ENSG00000029559,IBSP
ENSG00000149489,ROM1
ENSG00000055950,MRPL43
ENSG00000109323,MANBA
ENSG00000174015,SPERT
ENSG00000162408,NOL9
ENSG00000185163,DDX51
ENSG00000042286,AIFM2
ENSG00000100650,SRSF5
ENSG00000229252,HLA-E
ENSG00000165304,MELK
ENSG00000104442,ARMC1
ENSG00000198171,DDRGK1
ENSG00000162878,PKDCC
ENSG00000198182,ZNF607
ENSG00000117222,RBBP5
ENSG00000171532,NEUROD2
ENSG00000164930,FZD6
ENSG00000169403,PTAFR
ENSG00000204305,AGER
ENSG00000154330,PGM5
ENSG00000164627,KIF6
ENSG00000165828,PRAP1
ENSG00000227816,TAP1
ENSG00000166579,NDEL1
ENSG00000135898,GPR55
ENSG00000065491,TBC1D22B
ENSG00000128274,A4GALT
ENSG00000152795,HNRNPDL
ENSG00000110852,CLEC2B
ENSG00000023445,BIRC3
ENSG00000171631,P2RY6
ENSG00000127419,TMEM175
ENSG00000151617,EDNRA
ENSG00000154153,FAM134B
ENSG00000128609,NDUFA5
ENSG00000236346,NFKBIL1
ENSG00000206394,CLIC1
ENSG00000133247,SUV420H2
ENSG00000138821,SLC39A8
ENSG00000132432,SEC61G
ENSG00000186889,TMEM17
ENSG00000104356,POP1
ENSG00000118640,VAMP8
ENSG00000142686,C1orf216
ENSG00000239789,MRPS17
ENSG00000206379,FLOT1
ENSG00000274779,NOMO1
ENSG00000108262,GIT1
ENSG00000073417,PDE8A
ENSG00000164778,EN2
ENSG00000126062,TMEM115
ENSG00000136631,VPS45
ENSG00000185420,SMYD3
ENSG00000134323,MYCN
ENSG00000204842,ATXN2
ENSG00000172757,CFL1
ENSG00000181409,AATK
ENSG00000121743,GJA3
ENSG00000100473,COCH
ENSG00000169131,ZNF354A
ENSG00000153303,FRMD1
ENSG00000136938,ANP32B
ENSG00000178796,RIIAD1
ENSG00000169902,TPST1
ENSG00000092621,PHGDH
ENSG00000135750,KCNK1
ENSG00000007350,TKTL1
ENSG00000261992,GATAD2B
ENSG00000196387,ZNF140
ENSG00000121989,ACVR2A
ENSG00000145826,LECT2
ENSG00000282712,DEAF1
ENSG00000109775,UFSP2
ENSG00000053372,MRTO4
ENSG00000205730,ITPRIPL2
ENSG00000163424,C3orf30
ENSG00000070882,OSBPL3
ENSG00000228102,IFITM4P
ENSG00000166261,ZNF202
ENSG00000178394,HTR1A
ENSG00000147889,CDKN2A
ENSG00000125249,RAP2A
ENSG00000233890,TCF19
ENSG00000151461,UPF2
ENSG00000163444,TMEM183A
ENSG00000171045,TSNARE1
ENSG00000263528,IKBKE
ENSG00000197408,CYP2B6
ENSG00000065457,ADAT1
ENSG00000164190,NIPBL
ENSG00000091009,RBM27
ENSG00000281020,SNTG2
ENSG00000126267,COX6B1
ENSG00000277936,MRPL45
ENSG00000278759,TBCD
ENSG00000004799,PDK4
ENSG00000168438,CDC40
ENSG00000105974,CAV1
ENSG00000157020,SEC13
ENSG00000068885,IFT80
ENSG00000277586,NEFL
ENSG00000278644,PCGF2
ENSG00000167740,CYB5D2
ENSG00000170421,KRT8
ENSG00000138443,ABI2
ENSG00000144848,ATG3
ENSG00000089091,DZANK1
ENSG00000225048,OR2AD1P
ENSG00000094975,SUCO
ENSG00000153551,CMTM7
ENSG00000179564,LSMEM2
ENSG00000181929,PRKAG1
ENSG00000278079,KIR3DL1
ENSG00000140945,CDH13
ENSG00000175895,PLEKHF2
ENSG00000159147,DONSON
ENSG00000276429,PLCH2
ENSG00000197919,IFNA1
ENSG00000135070,ISCA1
ENSG00000226225,RPS18
ENSG00000033327,GAB2
ENSG00000136874,STX17
ENSG00000143549,TPM3
ENSG00000101972,STAG2
ENSG00000181031,RPH3AL
ENSG00000131864,USP29
ENSG00000072849,DERL2
ENSG00000100726,TELO2
ENSG00000149527,PLCH2
ENSG00000102452,NALCN
ENSG00000114391,RPL24
ENSG00000166825,ANPEP
ENSG00000216754,RP1-190J20.2
ENSG00000150627,WDR17
ENSG00000170653,ATF7
ENSG00000196428,TSC22D2
ENSG00000178921,PFAS
ENSG00000115464,USP34
ENSG00000183066,WBP2NL
ENSG00000116299,KIAA1324
ENSG00000205923,CEMP1
ENSG00000136100,VPS36
ENSG00000162300,ZFPL1
ENSG00000113119,TMCO6
ENSG00000104907,TRMT1
ENSG00000084092,NOA1
ENSG00000229061,ATAT1
ENSG00000204310,AGPAT1
ENSG00000163808,KIF15
ENSG00000130803,ZNF317
ENSG00000132819,RBM38
ENSG00000157450,RNF111
ENSG00000108861,DUSP3
ENSG00000146729,GBAS
ENSG00000173610,UGT2A1
ENSG00000139219,COL2A1
ENSG00000221947,XKR9
ENSG00000125449,ARMC7
ENSG00000114021,NIT2
ENSG00000259288,PAK6
ENSG00000139725,RHOF
ENSG00000148175,STOM
ENSG00000163235,TGFA
ENSG00000158769,F11R
ENSG00000143612,C1orf43
ENSG00000140682,TGFB1I1
ENSG00000197535,MYO5A
ENSG00000056050,C4orf27
ENSG00000178772,CPN2
ENSG00000109536,FRG1
ENSG00000125386,FAM193A
ENSG00000103257,SLC7A5
ENSG00000183726,TMEM50A
ENSG00000005302,MSL3
ENSG00000162747,FCGR3B
ENSG00000070526,ST6GALNAC1
ENSG00000014641,MDH1
ENSG00000169359,SLC33A1
ENSG00000147100,SLC16A2
ENSG00000102780,DGKH
ENSG00000168291,PDHB
ENSG00000161940,BCL6B
ENSG00000276882,KIR3DL2
ENSG00000122420,PTGFR
ENSG00000132563,REEP2
ENSG00000129473,BCL2L2
ENSG00000189339,SLC35E2B
ENSG00000204673,AKT1S1
ENSG00000151465,CDC123
ENSG00000069764,PLA2G10
ENSG00000136111,TBC1D4
ENSG00000113083,LOX
ENSG00000198768,APCDD1L
ENSG00000111046,MYF6
ENSG00000113389,NPR3
ENSG00000142871,CYR61
ENSG00000139637,C12orf10
ENSG00000100307,CBX7
ENSG00000014216,CAPN1
ENSG00000170775,GPR37
ENSG00000163453,IGFBP7
ENSG00000186193,SAPCD2
ENSG00000125656,CLPP
ENSG00000143839,REN
ENSG00000108479,GALK1
ENSG00000100890,KIAA0391
ENSG00000013306,SLC25A39
ENSG00000124391,IL17C
ENSG00000275349,SMN1
ENSG00000065970,FOXJ2
ENSG00000125351,UPF3B
ENSG00000105726,ATP13A1
ENSG00000133275,CSNK1G2
ENSG00000019549,SNAI2
ENSG00000159708,LRRC36
ENSG00000115539,PDCL3
ENSG00000157483,MYO1E
ENSG00000227854,RP11-307O1.1
ENSG00000167346,MMP26
ENSG00000181786,ACTL9
ENSG00000162517,PEF1
ENSG00000089063,TMEM230
ENSG00000187123,LYPD6
ENSG00000134686,PHC2
ENSG00000164163,ABCE1
ENSG00000230900,ATP6V1G2
ENSG00000163510,CWC22
ENSG00000019995,ZRANB1
ENSG00000120254,MTHFD1L
ENSG00000149256,TENM4
ENSG00000153879,CEBPG
ENSG00000172497,ACOT12
ENSG00000153317,ASAP1
ENSG00000123989,CHPF
ENSG00000152192,POU4F1
ENSG00000134020,PEBP4
ENSG00000104147,OIP5
ENSG00000228605,GPANK1
ENSG00000136699,SMPD4
ENSG00000170549,IRX1
ENSG00000155428,TRIM74
ENSG00000081087,OSTM1
ENSG00000142599,RERE
ENSG00000121764,HCRTR1
ENSG00000154710,RABGEF1
ENSG00000169896,ITGAM
ENSG00000198176,TFDP1
ENSG00000165923,AGBL2
ENSG00000145860,RNF145
ENSG00000277361,OCA2
ENSG00000121068,TBX2
ENSG00000108298,RPL19
ENSG00000117407,ARTN
ENSG00000110619,CARS
ENSG00000225567,OR2AD1P
ENSG00000103126,AXIN1
ENSG00000136878,USP20
ENSG00000163492,CCDC141
ENSG00000116273,PHF13
ENSG00000168811,IL12A
ENSG00000212719,C17orf51
ENSG00000280688,CEP72
ENSG00000162975,KCNF1
ENSG00000262795,IFNGR2
ENSG00000089558,KCNH4
ENSG00000125912,NCLN
ENSG00000197020,ZNF100
ENSG00000111049,MYF5
ENSG00000166435,XRRA1
ENSG00000164258,NDUFS4
ENSG00000185894,BPY2C
ENSG00000157851,DPYSL5
ENSG00000118680,MYL12B
ENSG00000109471,IL2
ENSG00000156802,ATAD2
ENSG00000242550,SERPINB10
ENSG00000148965,SAA4
ENSG00000178409,BEND3
ENSG00000214706,IFRD2
ENSG00000278268,MOAP1
ENSG00000175073,VCPIP1
ENSG00000184661,CDCA2
ENSG00000132109,TRIM21
ENSG00000139269,INHBE
ENSG00000113240,CLK4
ENSG00000134058,CDK7
ENSG00000177674,AGTRAP
ENSG00000156471,PTDSS1
ENSG00000120705,ETF1
ENSG00000121570,DPPA4
ENSG00000132746,ALDH3B2
ENSG00000149823,VPS51
ENSG00000020633,RUNX3
ENSG00000078596,ITM2A
ENSG00000131061,ZNF341
ENSG00000113749,HRH2
ENSG00000046889,PREX2
ENSG00000221869,CEBPD
ENSG00000165782,TMEM55B
ENSG00000214021,TTLL3
ENSG00000120071,KANSL1
ENSG00000034713,GABARAPL2
ENSG00000127377,CRYGN
ENSG00000229328,OR2W1
ENSG00000148700,ADD3
ENSG00000164024,METAP1
ENSG00000180881,CAPS2
ENSG00000128159,TUBGCP6
ENSG00000234343,NEU1
ENSG00000065328,MCM10
ENSG00000081913,PHLPP1
ENSG00000206338,CYP21A2
ENSG00000166900,STX3
ENSG00000118785,SPP1
ENSG00000138759,FRAS1
ENSG00000147509,RGS20
ENSG00000228977,OR2W1
ENSG00000005961,ITGA2B
ENSG00000168795,ZBTB5
ENSG00000162413,KLHL21
ENSG00000263160,TMEM50B
ENSG00000149968,MMP3
ENSG00000123545,NDUFAF4
ENSG00000175567,UCP2
ENSG00000164821,DEFA4
ENSG00000118596,SLC16A7
ENSG00000282203,TRBV7-3
ENSG00000163251,FZD5
ENSG00000100234,TIMP3
ENSG00000171759,PAH
ENSG00000188811,NHLRC3
ENSG00000118058,KMT2A
ENSG00000068796,KIF2A
ENSG00000110042,DTX4
ENSG00000100239,PPP6R2
ENSG00000196843,ARID5A
ENSG00000056678,KIFC1
ENSG00000022267,FHL1
ENSG00000171855,IFNB1
ENSG00000087338,GMCL1
ENSG00000163814,CDCP1
ENSG00000103415,HMOX2
ENSG00000262860,LSM14A
ENSG00000183671,GPR1
ENSG00000142273,CBLC
ENSG00000175336,APOF
ENSG00000280663,PCMTD2
ENSG00000236210,LY6G6E
ENSG00000135333,EPHA7
ENSG00000226589,VARS
ENSG00000206562,METTL6
ENSG00000206285,B3GALT4
ENSG00000282110,MAPK4
ENSG00000168653,NDUFS5
ENSG00000122970,IFT81
ENSG00000168137,SETD5
ENSG00000138646,HERC5
ENSG00000172410,INSL5
ENSG00000113407,TARS
ENSG00000197471,SPN
ENSG00000175691,ZNF77
ENSG00000101109,STK4
ENSG00000211669,IGLV3-10
ENSG00000157978,LDLRAP1
ENSG00000116922,C1orf109
ENSG00000132541,HRSP12
ENSG00000170396,ZNF804A
ENSG00000183734,ASCL2
ENSG00000058085,LAMC2
ENSG00000109576,AADAT
ENSG00000173653,RCE1
ENSG00000128039,SRD5A3
ENSG00000115365,LANCL1
ENSG00000217455,AC091801.1
ENSG00000117245,KIF17
ENSG00000162687,KCNT2
ENSG00000188215,DCUN1D3
ENSG00000100207,TCF20
ENSG00000272835,SMDT1
ENSG00000178105,DDX10
ENSG00000135414,GDF11
ENSG00000163947,ARHGEF3
ENSG00000135048,TMEM2
ENSG00000117215,PLA2G2D
ENSG00000171988,JMJD1C
ENSG00000274997,HIST1H2AH
ENSG00000131979,GCH1
ENSG00000072609,CHFR
ENSG00000051523,CYBA
ENSG00000106483,SFRP4
ENSG00000151176,PLBD2
ENSG00000228896,SKIV2L
ENSG00000108187,PBLD
ENSG00000156873,PHKG2
ENSG00000167601,AXL
ENSG00000132692,BCAN
ENSG00000102531,FNDC3A
ENSG00000185721,DRG1
ENSG00000111412,C12orf49
ENSG00000158985,CDC42SE2
ENSG00000107929,LARP4B
ENSG00000177731,FLII
ENSG00000206517,OR11A1
ENSG00000137161,CNPY3
ENSG00000229179,SAR1P1
ENSG00000167657,DAPK3
ENSG00000181355,OFCC1
ENSG00000075407,ZNF37A
ENSG00000183474,GTF2H2C
ENSG00000104936,DMPK
ENSG00000180938,ZNF572
ENSG00000130312,MRPL34
ENSG00000033050,ABCF2
ENSG00000129595,EPB41L4A
ENSG00000177675,CD163L1
ENSG00000159200,RCAN1
ENSG00000154370,TRIM11
ENSG00000180011,ZADH2
ENSG00000115419,GLS
ENSG00000083817,ZNF416
ENSG00000223496,EXOSC6
ENSG00000086589,RBM22
ENSG00000182158,CREB3L2
ENSG00000173692,PSMD1
ENSG00000152193,RNF219
ENSG00000169093,ASMTL
ENSG00000163626,COX18
ENSG00000166743,ACSM1
ENSG00000115129,TP53I3
ENSG00000189180,ZNF33A
ENSG00000048544,MRPS10
ENSG00000275051,PIWIL1
ENSG00000204197,KIFC1
ENSG00000211679,IGLC3
ENSG00000186847,KRT14
ENSG00000155760,FZD7
ENSG00000197157,SND1
ENSG00000172425,TTC36
ENSG00000179476,C14orf28
ENSG00000139675,HNRNPA1L2
ENSG00000215845,TSTD1
ENSG00000144306,SCRN3
ENSG00000167941,SOST
ENSG00000087191,PSMC5
ENSG00000140323,DISP2
ENSG00000242485,MRPL20
ENSG00000149948,HMGA2
ENSG00000120094,HOXB1
ENSG00000103485,QPRT
ENSG00000228001,TRIM40
ENSG00000099284,H2AFY2
ENSG00000186831,KRT17P2
ENSG00000173898,SPTBN2
ENSG00000165424,ZCCHC24
ENSG00000076067,RBMS2
ENSG00000233151,CYP21A2
ENSG00000107175,CREB3
ENSG00000275342,SGK223
ENSG00000150768,DLAT
ENSG00000163171,CDC42EP3
ENSG00000177354,C10orf71
ENSG00000186827,TNFRSF4
ENSG00000140563,MCTP2
ENSG00000112706,IMPG1
ENSG00000008853,RHOBTB2
ENSG00000156219,ART3
ENSG00000180432,CYP8B1
ENSG00000048740,CELF2
ENSG00000128311,TST
ENSG00000125355,TMEM255A
ENSG00000169953,HSFY2
ENSG00000175727,MLXIP
ENSG00000183780,SLC35F3
ENSG00000107643,MAPK8
ENSG00000168872,DDX19A
ENSG00000055332,EIF2AK2
ENSG00000189067,LITAF
ENSG00000149499,EML3
ENSG00000120471,TP53AIP1
ENSG00000124486,USP9X
ENSG00000278154,LAIR1
ENSG00000104313,EYA1
ENSG00000184743,ATL3
ENSG00000214517,PPME1
ENSG00000163682,RPL9
ENSG00000104823,ECH1
ENSG00000223448,LTB
ENSG00000138735,PDE5A
ENSG00000141968,VAV1
ENSG00000133226,SRRM1
ENSG00000160221,C21orf33
ENSG00000141965,FEM1A
ENSG00000104131,EIF3J
ENSG00000109956,B3GAT1
ENSG00000133019,CHRM3
ENSG00000130382,MLLT1
ENSG00000084093,REST
ENSG00000198825,INPP5F
ENSG00000188784,PLA2G2E
ENSG00000000003,TSPAN6
ENSG00000165621,OXGR1
ENSG00000074800,ENO1
ENSG00000112096,SOD2
ENSG00000105404,RABAC1
ENSG00000164654,MIOS
ENSG00000131650,KREMEN2
ENSG00000141564,RPTOR
ENSG00000151092,NGLY1
ENSG00000091317,CMTM6
ENSG00000159082,SYNJ1
ENSG00000188243,COMMD6
ENSG00000134202,GSTM3
ENSG00000165905,GYLTL1B
ENSG00000122378,FAM213A
ENSG00000130413,STK33
ENSG00000056487,PHF21B
ENSG00000274211,SOCS7
ENSG00000073536,NLE1
ENSG00000144671,SLC22A14
ENSG00000144227,NXPH2
ENSG00000244234,GMCL1P1
ENSG00000255302,EID1
ENSG00000163220,S100A9
ENSG00000135457,TFCP2
ENSG00000248546,ANP32C
ENSG00000164050,PLXNB1
ENSG00000163874,ZC3H12A
ENSG00000115548,KDM3A
ENSG00000183943,PRKX
ENSG00000129566,TEP1
ENSG00000139263,LRIG3
ENSG00000077721,UBE2A
ENSG00000230128,IER3
ENSG00000275564,FCAR
ENSG00000033170,FUT8
ENSG00000170144,HNRNPA3
ENSG00000105697,HAMP
ENSG00000116786,PLEKHM2
ENSG00000109113,RAB34
ENSG00000156467,UQCRB
ENSG00000236515,ZBTB9
ENSG00000109458,GAB1
ENSG00000203883,SOX18
ENSG00000107201,DDX58
ENSG00000106348,IMPDH1
ENSG00000112473,SLC39A7
ENSG00000038002,AGA
ENSG00000184897,H1FX
ENSG00000156603,MED19
ENSG00000133169,BEX1
ENSG00000132716,DCAF8
ENSG00000109534,GAR1
ENSG00000206417,H1FX-AS1
ENSG00000109133,TMEM33
ENSG00000176092,AIM1L
ENSG00000091583,APOH
ENSG00000102743,SLC25A15
ENSG00000115652,UXS1
ENSG00000129514,FOXA1
ENSG00000093144,ECHDC1
ENSG00000159055,MIS18A
ENSG00000100916,BRMS1L
ENSG00000100055,CYTH4
ENSG00000206486,DHX16
ENSG00000110876,SELPLG
ENSG00000242265,PEG10
ENSG00000126767,ELK1
ENSG00000170180,GYPA
ENSG00000116791,CRYZ
ENSG00000126709,IFI6
ENSG00000106336,FBXO24
ENSG00000171385,KCND3
ENSG00000146592,CREB5
ENSG00000142949,PTPRF
ENSG00000168016,TRANK1
ENSG00000101460,MAP1LC3A
ENSG00000116688,MFN2
ENSG00000069431,ABCC9
ENSG00000169836,TACR3
ENSG00000143493,INTS7
ENSG00000109572,CLCN3
ENSG00000114346,ECT2
ENSG00000017260,ATP2C1
ENSG00000165487,MICU2
ENSG00000100311,PDGFB
ENSG00000151812,SLC35F4
ENSG00000116251,RPL22
ENSG00000075340,ADD2
ENSG00000136160,EDNRB
ENSG00000157045,NTAN1
ENSG00000139174,PRICKLE1
ENSG00000078668,VDAC3
ENSG00000159335,PTMS
ENSG00000197894,ADH5
ENSG00000157005,SST
ENSG00000165841,CYP2C19
ENSG00000170374,SP7
ENSG00000228662,MCCD1
ENSG00000123297,TSFM
ENSG00000105501,SIGLEC5
ENSG00000115942,ORC2
ENSG00000184613,NELL2
ENSG00000115685,PPP1R7
ENSG00000091010,POU4F3
ENSG00000122203,KIAA1191
ENSG00000135801,TAF5L
ENSG00000179172,HNRNPCL1
ENSG00000215186,GOLGA6B
ENSG00000170075,GPR37L1
ENSG00000197050,ZNF420
ENSG00000167680,SEMA6B
ENSG00000080031,PTPRH
ENSG00000008083,JARID2
ENSG00000140829,DHX38
ENSG00000136381,IREB2
ENSG00000123191,ATP7B
ENSG00000164976,KIAA1161
ENSG00000175048,ZDHHC14
ENSG00000134138,MEIS2
ENSG00000275498,PDXDC1
ENSG00000172663,TMEM134
ENSG00000196844,PATE2
ENSG00000150656,CNDP1
ENSG00000272805,TAS2R10
ENSG00000143862,ARL8A
ENSG00000089505,CMTM1
ENSG00000137948,BRDT
ENSG00000176194,CIDEA
ENSG00000186666,BCDIN3D
ENSG00000137090,DMRT1
ENSG00000146278,PNRC1
ENSG00000188994,ZNF292
ENSG00000128000,ZNF780B
ENSG00000101442,ACTR5
ENSG00000243480,AMY2A
ENSG00000123179,EBPL
ENSG00000131508,UBE2D2
ENSG00000136488,CSH1
ENSG00000101843,PSMD10
ENSG00000105058,FAM32A
ENSG00000071243,ING3
ENSG00000277015,SALL3
ENSG00000154127,UBASH3B
ENSG00000222014,RAB6C
ENSG00000131263,RLIM
ENSG00000172061,LRRC15
ENSG00000107771,CCSER2
ENSG00000178732,GP5
ENSG00000144959,NCEH1
ENSG00000063127,SLC6A16
ENSG00000196396,PTPN1
ENSG00000188112,C6orf132
ENSG00000110200,ANAPC15
ENSG00000156162,DPY19L4
ENSG00000090857,PDPR
ENSG00000144792,ZNF660
ENSG00000237190,CDKN2AIPNL
ENSG00000135164,DMTF1
ENSG00000235346,HLA-G
ENSG00000062598,ELMO2
ENSG00000177463,NR2C2
ENSG00000148399,DPH7
ENSG00000163349,HIPK1
